date,region,property_type,baseline,index_value
2015-04,"Montréal, Quebec",Warehouse,"Index, 2002=100",145.6
2015-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",146.0
2015-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",144.0
2015-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",133.7
2015-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",178.9
2015-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",186.5
2015-04,"Montréal, Quebec",Light factory,"Index, 2002=100",149.1
2015-04,"Montréal, Quebec",Light factory,"Index, 2002=100",152.9
2015-04,"Montréal, Quebec",Light factory,"Index, 2002=100",139.8
2015-04,"Montréal, Quebec",Light factory,"Index, 2002=100",172.3
2015-04,"Montréal, Quebec",Light factory,"Index, 2002=100",162.5
2015-04,"Montréal, Quebec",School,"Index, 2002=100",145.2
2015-04,"Montréal, Quebec",School,"Index, 2002=100",150.4
2015-04,"Montréal, Quebec",School,"Index, 2002=100",129.8
2015-04,"Montréal, Quebec",School,"Index, 2002=100",164.3
2015-04,"Montréal, Quebec",School,"Index, 2002=100",161.3
2015-04,"Montréal, Quebec",Apartment,"Index, 2002=100",144.7
2015-04,"Montréal, Quebec",Apartment,"Index, 2002=100",140.5
2015-04,"Montréal, Quebec",Apartment,"Index, 2002=100",127.4
2015-04,"Montréal, Quebec",Apartment,"Index, 2002=100",194.6
2015-04,"Montréal, Quebec",Apartment,"Index, 2002=100",166.3
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",157.6
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",160.6
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",146.9
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",170.9
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",164.6
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",161.4
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",168.4
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",155.7
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",193.7
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",152.6
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",159.5
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",164.7
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",151.6
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",173.3
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",176.5
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",169.4
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",186.1
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",154.8
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",174.1
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",165.8
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",161.0
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",182.0
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",147.8
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",166.0
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",166.7
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",152.8
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",150.8
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",140.4
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",192.3
2015-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",161.0
2015-04,"Toronto, Ontario",Office,"Index, 2002=100",152.7
2015-04,"Toronto, Ontario",Office,"Index, 2002=100",150.7
2015-04,"Toronto, Ontario",Office,"Index, 2002=100",141.3
2015-04,"Toronto, Ontario",Office,"Index, 2002=100",174.3
2015-04,"Toronto, Ontario",Office,"Index, 2002=100",166.7
2015-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",153.4
2015-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",166.3
2015-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",143.3
2015-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",197.0
2015-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",152.0
2015-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",158.8
2015-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",161.9
2015-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",145.6
2015-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",182.3
2015-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",202.8
2015-04,"Toronto, Ontario",Light factory,"Index, 2002=100",162.9
2015-04,"Toronto, Ontario",Light factory,"Index, 2002=100",174.0
2015-04,"Toronto, Ontario",Light factory,"Index, 2002=100",151.8
2015-04,"Toronto, Ontario",Light factory,"Index, 2002=100",177.9
2015-04,"Toronto, Ontario",Light factory,"Index, 2002=100",175.7
2015-04,"Toronto, Ontario",School,"Index, 2002=100",156.0
2015-04,"Toronto, Ontario",School,"Index, 2002=100",169.7
2015-04,"Toronto, Ontario",School,"Index, 2002=100",141.1
2015-04,"Toronto, Ontario",School,"Index, 2002=100",169.3
2015-04,"Toronto, Ontario",School,"Index, 2002=100",166.8
2015-04,"Toronto, Ontario",Apartment,"Index, 2002=100",150.0
2015-04,"Toronto, Ontario",Apartment,"Index, 2002=100",148.6
2015-04,"Toronto, Ontario",Apartment,"Index, 2002=100",136.6
2015-04,"Toronto, Ontario",Apartment,"Index, 2002=100",192.8
2015-04,"Toronto, Ontario",Apartment,"Index, 2002=100",164.1
2015-04,"Calgary, Alberta",Office,"Index, 2002=100",171.5
2015-04,"Calgary, Alberta",Office,"Index, 2002=100",165.3
2015-04,"Calgary, Alberta",Office,"Index, 2002=100",164.4
2015-04,"Calgary, Alberta",Office,"Index, 2002=100",176.9
2015-04,"Calgary, Alberta",Office,"Index, 2002=100",183.2
2015-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",166.9
2015-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",156.6
2015-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",167.0
2015-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",191.0
2015-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",167.3
2015-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",182.8
2015-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",173.1
2015-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",170.4
2015-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",167.0
2015-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",207.8
2015-04,"Calgary, Alberta",Light factory,"Index, 2002=100",182.1
2015-04,"Calgary, Alberta",Light factory,"Index, 2002=100",175.9
2015-04,"Calgary, Alberta",Light factory,"Index, 2002=100",169.9
2015-04,"Calgary, Alberta",Light factory,"Index, 2002=100",172.9
2015-04,"Calgary, Alberta",Light factory,"Index, 2002=100",198.6
2015-04,"Calgary, Alberta",School,"Index, 2002=100",178.3
2015-04,"Calgary, Alberta",School,"Index, 2002=100",188.2
2015-04,"Calgary, Alberta",School,"Index, 2002=100",165.0
2015-04,"Calgary, Alberta",School,"Index, 2002=100",168.1
2015-04,"Calgary, Alberta",School,"Index, 2002=100",194.4
2015-04,"Calgary, Alberta",Apartment,"Index, 2002=100",172.0
2015-04,"Calgary, Alberta",Apartment,"Index, 2002=100",174.2
2015-04,"Calgary, Alberta",Apartment,"Index, 2002=100",155.8
2015-04,"Calgary, Alberta",Apartment,"Index, 2002=100",181.7
2015-04,"Calgary, Alberta",Apartment,"Index, 2002=100",192.2
2015-04,"Edmonton, Alberta",Office,"Index, 2002=100",170.0
2015-04,"Edmonton, Alberta",Office,"Index, 2002=100",160.4
2015-04,"Edmonton, Alberta",Office,"Index, 2002=100",161.6
2015-04,"Edmonton, Alberta",Office,"Index, 2002=100",176.0
2015-04,"Edmonton, Alberta",Office,"Index, 2002=100",185.5
2015-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",169.2
2015-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",170.6
2015-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",161.9
2015-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",190.4
2015-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",173.2
2015-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",181.7
2015-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",177.3
2015-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",165.4
2015-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",166.0
2015-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",241.2
2015-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",178.3
2015-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",177.7
2015-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",163.5
2015-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",171.4
2015-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",185.0
2015-04,"Edmonton, Alberta",School,"Index, 2002=100",170.5
2015-04,"Edmonton, Alberta",School,"Index, 2002=100",168.0
2015-04,"Edmonton, Alberta",School,"Index, 2002=100",160.4
2015-04,"Edmonton, Alberta",School,"Index, 2002=100",167.5
2015-04,"Edmonton, Alberta",School,"Index, 2002=100",186.4
2015-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",167.5
2015-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",167.2
2015-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",154.2
2015-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",181.4
2015-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",189.7
2015-04,"Vancouver, British Columbia",Office,"Index, 2002=100",148.0
2015-04,"Vancouver, British Columbia",Office,"Index, 2002=100",139.6
2015-04,"Vancouver, British Columbia",Office,"Index, 2002=100",128.8
2015-04,"Vancouver, British Columbia",Office,"Index, 2002=100",181.1
2015-04,"Vancouver, British Columbia",Office,"Index, 2002=100",181.2
2015-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",145.2
2015-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",158.4
2015-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",124.8
2015-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",193.0
2015-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",168.0
2015-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",156.7
2015-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",165.5
2015-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",131.2
2015-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",173.4
2015-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",229.2
2015-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",153.2
2015-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",179.7
2015-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",130.7
2015-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",177.8
2015-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",177.6
2015-04,"Vancouver, British Columbia",School,"Index, 2002=100",156.8
2015-04,"Vancouver, British Columbia",School,"Index, 2002=100",179.9
2015-04,"Vancouver, British Columbia",School,"Index, 2002=100",131.5
2015-04,"Vancouver, British Columbia",School,"Index, 2002=100",172.2
2015-04,"Vancouver, British Columbia",School,"Index, 2002=100",168.0
2015-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",152.8
2015-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",159.9
2015-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",128.7
2015-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",186.0
2015-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",176.9
2015-07,Seven census metropolitan area composite,Office,"Index, 2002=100",153.7
2015-07,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",151.0
2015-07,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",157.2
2015-07,Seven census metropolitan area composite,Light factory,"Index, 2002=100",161.3
2015-07,Seven census metropolitan area composite,School,"Index, 2002=100",156.8
2015-07,Seven census metropolitan area composite,Apartment,"Index, 2002=100",149.4
2015-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",145.1
2015-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",141.8
2015-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",136.8
2015-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",157.8
2015-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",166.0
2015-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",147.6
2015-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",145.6
2015-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",143.5
2015-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",184.7
2015-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",154.3
2015-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",153.5
2015-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",145.5
2015-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",145.2
2015-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",177.4
2015-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",191.3
2015-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",152.4
2015-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",154.5
2015-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",147.5
2015-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",168.6
2015-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",167.8
2015-07,"Halifax, Nova Scotia",School,"Index, 2002=100",146.9
2015-07,"Halifax, Nova Scotia",School,"Index, 2002=100",151.4
2015-07,"Halifax, Nova Scotia",School,"Index, 2002=100",135.8
2015-07,"Halifax, Nova Scotia",School,"Index, 2002=100",161.8
2015-07,"Halifax, Nova Scotia",School,"Index, 2002=100",158.0
2015-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",144.8
2015-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",140.5
2015-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",131.4
2015-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",180.2
2015-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",173.0
2015-07,"Montréal, Quebec",Office,"Index, 2002=100",145.6
2015-07,"Montréal, Quebec",Office,"Index, 2002=100",139.6
2015-07,"Montréal, Quebec",Office,"Index, 2002=100",130.0
2015-07,"Montréal, Quebec",Office,"Index, 2002=100",172.6
2015-07,"Montréal, Quebec",Office,"Index, 2002=100",171.2
2015-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",144.8
2015-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",145.0
2015-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",137.0
2015-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",193.5
2015-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",147.2
2015-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",145.5
2015-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",141.6
2015-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",133.5
2015-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",179.9
2015-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",187.4
2015-07,"Montréal, Quebec",Light factory,"Index, 2002=100",147.8
2015-07,"Montréal, Quebec",Light factory,"Index, 2002=100",150.4
2015-07,"Montréal, Quebec",Light factory,"Index, 2002=100",138.9
2015-07,"Montréal, Quebec",Light factory,"Index, 2002=100",172.9
2015-07,"Montréal, Quebec",Light factory,"Index, 2002=100",163.9
2015-07,"Montréal, Quebec",School,"Index, 2002=100",144.4
2015-07,"Montréal, Quebec",School,"Index, 2002=100",147.7
2015-07,"Montréal, Quebec",School,"Index, 2002=100",129.3
2015-07,"Montréal, Quebec",School,"Index, 2002=100",163.9
2015-07,"Montréal, Quebec",School,"Index, 2002=100",162.6
2015-07,"Montréal, Quebec",Apartment,"Index, 2002=100",143.7
2015-07,"Montréal, Quebec",Apartment,"Index, 2002=100",138.1
2015-07,"Montréal, Quebec",Apartment,"Index, 2002=100",127.2
2015-07,"Montréal, Quebec",Apartment,"Index, 2002=100",193.9
2015-07,"Montréal, Quebec",Apartment,"Index, 2002=100",167.3
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",157.6
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",159.4
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",146.8
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",172.2
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",166.3
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",160.8
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",167.2
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",155.2
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",195.2
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",154.4
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",159.6
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",163.4
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",151.6
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",175.7
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",177.9
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",168.9
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",184.7
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",154.3
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",176.0
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",167.6
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",161.1
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",180.6
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",147.6
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",167.1
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",168.5
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",152.6
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",149.7
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",140.3
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",193.4
2015-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",162.6
2015-07,"Toronto, Ontario",Office,"Index, 2002=100",153.6
2015-07,"Toronto, Ontario",Office,"Index, 2002=100",150.8
2015-07,"Toronto, Ontario",Office,"Index, 2002=100",142.1
2015-07,"Toronto, Ontario",Office,"Index, 2002=100",176.0
2015-07,"Toronto, Ontario",Office,"Index, 2002=100",168.5
2015-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",153.3
2015-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",165.7
2015-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",143.1
2015-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",198.9
2015-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",153.7
2015-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",159.2
2015-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",162.0
2015-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",145.4
2015-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",184.9
2015-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",204.6
2015-07,"Toronto, Ontario",Light factory,"Index, 2002=100",162.8
2015-07,"Toronto, Ontario",Light factory,"Index, 2002=100",174.1
2015-07,"Toronto, Ontario",Light factory,"Index, 2002=100",151.4
2015-07,"Toronto, Ontario",Light factory,"Index, 2002=100",179.8
2015-07,"Toronto, Ontario",Light factory,"Index, 2002=100",177.8
2015-07,"Toronto, Ontario",School,"Index, 2002=100",156.6
2015-07,"Toronto, Ontario",School,"Index, 2002=100",169.8
2015-07,"Toronto, Ontario",School,"Index, 2002=100",141.3
2015-07,"Toronto, Ontario",School,"Index, 2002=100",170.8
2015-07,"Toronto, Ontario",School,"Index, 2002=100",168.6
2015-07,"Toronto, Ontario",Apartment,"Index, 2002=100",150.6
2015-07,"Toronto, Ontario",Apartment,"Index, 2002=100",148.6
2015-07,"Toronto, Ontario",Apartment,"Index, 2002=100",137.2
2015-07,"Toronto, Ontario",Apartment,"Index, 2002=100",194.4
2015-07,"Toronto, Ontario",Apartment,"Index, 2002=100",165.6
2015-07,"Calgary, Alberta",Office,"Index, 2002=100",169.7
2015-07,"Calgary, Alberta",Office,"Index, 2002=100",162.8
2015-07,"Calgary, Alberta",Office,"Index, 2002=100",162.2
2015-07,"Calgary, Alberta",Office,"Index, 2002=100",176.5
2015-07,"Calgary, Alberta",Office,"Index, 2002=100",184.2
2015-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",163.5
2015-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",152.0
2015-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",164.0
2015-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",189.9
2015-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",168.8
2015-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",180.7
2015-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",168.9
2015-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",168.3
2015-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",167.7
2015-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",208.5
2015-07,"Calgary, Alberta",Light factory,"Index, 2002=100",178.9
2015-07,"Calgary, Alberta",Light factory,"Index, 2002=100",171.3
2015-07,"Calgary, Alberta",Light factory,"Index, 2002=100",167.0
2015-07,"Calgary, Alberta",Light factory,"Index, 2002=100",173.4
2015-07,"Calgary, Alberta",Light factory,"Index, 2002=100",200.2
2015-07,"Calgary, Alberta",School,"Index, 2002=100",176.6
2015-07,"Calgary, Alberta",School,"Index, 2002=100",184.7
2015-07,"Calgary, Alberta",School,"Index, 2002=100",163.1
2015-07,"Calgary, Alberta",School,"Index, 2002=100",167.4
2015-07,"Calgary, Alberta",School,"Index, 2002=100",196.1
2015-07,"Calgary, Alberta",Apartment,"Index, 2002=100",170.4
2015-07,"Calgary, Alberta",Apartment,"Index, 2002=100",171.5
2015-07,"Calgary, Alberta",Apartment,"Index, 2002=100",154.5
2015-07,"Calgary, Alberta",Apartment,"Index, 2002=100",180.8
2015-07,"Calgary, Alberta",Apartment,"Index, 2002=100",193.7
2015-07,"Edmonton, Alberta",Office,"Index, 2002=100",167.6
2015-07,"Edmonton, Alberta",Office,"Index, 2002=100",156.8
2015-07,"Edmonton, Alberta",Office,"Index, 2002=100",158.7
2015-07,"Edmonton, Alberta",Office,"Index, 2002=100",175.7
2015-07,"Edmonton, Alberta",Office,"Index, 2002=100",186.3
2015-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",166.4
2015-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",165.0
2015-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",160.2
2015-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",190.1
2015-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",174.6
2015-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",180.1
2015-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",172.2
2015-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",164.0
2015-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",167.4
2015-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",241.5
2015-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",175.4
2015-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",172.4
2015-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",161.1
2015-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",172.9
2015-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",186.3
2015-07,"Edmonton, Alberta",School,"Index, 2002=100",168.9
2015-07,"Edmonton, Alberta",School,"Index, 2002=100",164.0
2015-07,"Edmonton, Alberta",School,"Index, 2002=100",158.8
2015-07,"Edmonton, Alberta",School,"Index, 2002=100",167.0
2015-07,"Edmonton, Alberta",School,"Index, 2002=100",187.8
2015-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",165.6
2015-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",163.5
2015-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",152.5
2015-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",180.7
2015-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",191.0
2015-07,"Vancouver, British Columbia",Office,"Index, 2002=100",148.5
2015-07,"Vancouver, British Columbia",Office,"Index, 2002=100",139.1
2015-07,"Vancouver, British Columbia",Office,"Index, 2002=100",129.6
2015-07,"Vancouver, British Columbia",Office,"Index, 2002=100",181.2
2015-07,"Vancouver, British Columbia",Office,"Index, 2002=100",183.6
2015-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",145.7
2015-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",159.0
2015-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",125.2
